model,cümle_1,cümle_2,benzerlik_skoru
lemmatized_model_3.model,Mahkemeye yalan beyanda bulunan şahıs cezalandırılır.,Gerçeğe aykırı beyanda bulunan tanık cezalandırılır.,0.9989804
lemmatized_model_3.model,Mahkemeye yalan beyanda bulunan şahıs cezalandırılır.,Kaçakçılık yapan şahıs cezalandırılır.,0.9987524
lemmatized_model_3.model,Mahkemeye yalan beyanda bulunan şahıs cezalandırılır.,Toplu taşıma aracına zarar veren kişi cezalandırılır.,0.99826485
lemmatized_model_3.model,Tanığın gerçeğe aykırı ifade vermesi durumunda ceza verilir.,Gerçeğe aykırı beyanda bulunan tanık cezalandırılır.,0.99778825
lemmatized_model_3.model,Tanığın gerçeğe aykırı ifade vermesi durumunda ceza verilir.,İmar mevzuatına aykırı inşaat yapan kişi cezalandırılır.,0.99778605
lemmatized_model_3.model,Tanığın gerçeğe aykırı ifade vermesi durumunda ceza verilir.,Müstehcen yayın yapan kişiye ceza verilir.,0.9974292
lemmatized_model_3.model,Oy kullanmayı engelleyen kişi cezalandırılır.,Oy kullanma hakkını engelleyen kişi cezalandırılır.,0.9998296
lemmatized_model_3.model,Oy kullanmayı engelleyen kişi cezalandırılır.,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,0.99954945
lemmatized_model_3.model,Oy kullanmayı engelleyen kişi cezalandırılır.,Kamu ulaşım araçlarını engelleyen eylem yapan kişi cezalandırılır.,0.9989663
lemmatized_model_3.model,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,Oy kullanma hakkını engelleyen kişi cezalandırılır.,0.99973285
lemmatized_model_3.model,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,Oy kullanmayı engelleyen kişi cezalandırılır.,0.99954945
lemmatized_model_3.model,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,Haksız yere başkasının kimliğini kullanan kişi cezalandırılır.,0.9992772
lemmatized_model_3.model,Hırsızlık yapan kişi hapis cezası alır.,Mala zarar veren kişi tazminat ve hapis cezası ile cezalandırılır.,0.99867964
lemmatized_model_3.model,Hırsızlık yapan kişi hapis cezası alır.,Rüşvet alma veya verme fiilinde bulunan kişiler hapis cezası ile cezalandırılır.,0.9986544
lemmatized_model_3.model,Hırsızlık yapan kişi hapis cezası alır.,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,0.9980574
lemmatized_model_3.model,Hırsızlık suçu için ceza uygulanır.,Kaçakçılık suçu kapsamında ceza uygulanır.,0.99927014
lemmatized_model_3.model,Hırsızlık suçu için ceza uygulanır.,Silahla tehdit suçu işleyen kişi ağır cezalandırılır.,0.9988872
lemmatized_model_3.model,Hırsızlık suçu için ceza uygulanır.,Nitelikli hırsızlık kapsamında ceza uygulanır.,0.9985263
lemmatized_model_3.model,Mahkemeye baskı yapan kişi cezalandırılır.,Kaçakçılık yapan şahıs cezalandırılır.,0.9995216
lemmatized_model_3.model,Mahkemeye baskı yapan kişi cezalandırılır.,Düşman devlete casusluk yapan kişi cezalandırılır.,0.9994668
lemmatized_model_3.model,Mahkemeye baskı yapan kişi cezalandırılır.,İmar mevzuatına aykırı inşaat yapan kişi cezalandırılır.,0.99926054
lemmatized_model_3.model,Yargı görevi yapanı etkilemeye teşebbüs eden kişiye ceza verilir.,Yargı görevini yapanı etkilemeye teşebbüs eden kişi cezalandırılır.,0.99908674
lemmatized_model_3.model,Yargı görevi yapanı etkilemeye teşebbüs eden kişiye ceza verilir.,Müstehcen yayın yapan kişiye ceza verilir.,0.9973594
lemmatized_model_3.model,Yargı görevi yapanı etkilemeye teşebbüs eden kişiye ceza verilir.,Halkı kin ve düşmanlığa tahrik eden kişiye ceza verilir.,0.99729025
lemmatized_model_3.model,Gece vakti hırsızlık yapan daha ağır cezalandırılır.,Kapkaç suretiyle mal çalan kişi hırsızlık cezası alır.,0.99837685
lemmatized_model_3.model,Gece vakti hırsızlık yapan daha ağır cezalandırılır.,Hırsızlık için yapılan kazı veya delme faaliyeti cezalandırılır.,0.9983336
lemmatized_model_3.model,Gece vakti hırsızlık yapan daha ağır cezalandırılır.,Silahla tehdit suçu işleyen kişi ağır cezalandırılır.,0.9981751
lemmatized_model_3.model,Gece işlenen suçlar daha ağır cezalandırılır.,Silahla tehdit suçu işleyen kişi ağır cezalandırılır.,0.9993501
lemmatized_model_3.model,Gece işlenen suçlar daha ağır cezalandırılır.,Gasp sırasında yaralama suçu işleyen kişi ağır cezalandırılır.,0.9989575
lemmatized_model_3.model,Gece işlenen suçlar daha ağır cezalandırılır.,Tehdit suçunu işleyen kişi cezalandırılır.,0.9988612
lemmatized_model_3.model,Suçun tasarlanarak işlenmesi durumunda ceza artar.,Gasp sırasında yaralama suçu işleyen kişi ağır cezalandırılır.,0.9993481
lemmatized_model_3.model,Suçun tasarlanarak işlenmesi durumunda ceza artar.,Taksirle yaralama suçu kapsamında ceza uygulanır.,0.99887455
lemmatized_model_3.model,Suçun tasarlanarak işlenmesi durumunda ceza artar.,Gece işlenen suçlar daha ağır cezalandırılır.,0.99843967
lemmatized_model_3.model,Tasarlayarak adam öldürme suçu için ağırlaştırılmış müebbet cezası verilir.,Adam öldürmeye teşebbüs eden kişi ağır ceza alır.,0.9983916
lemmatized_model_3.model,Tasarlayarak adam öldürme suçu için ağırlaştırılmış müebbet cezası verilir.,Yaralama sonucunda ölüm gerçekleşirse ağır ceza verilir.,0.9966396
lemmatized_model_3.model,Tasarlayarak adam öldürme suçu için ağırlaştırılmış müebbet cezası verilir.,Yağma suçunun silahla ve yaralama ile işlenmesi ağır cezayı gerektirir.,0.9965282
lemmatized_model_3.model,Mahkeme kararını tanımayan kişi cezalandırılır.,Mahkeme kararına uymayan kişi cezalandırılır.,0.9999641
lemmatized_model_3.model,Mahkeme kararını tanımayan kişi cezalandırılır.,Mahkeme kararını uygulamayan yönetici cezalandırılır.,0.9991348
lemmatized_model_3.model,Mahkeme kararını tanımayan kişi cezalandırılır.,Mahkeme kararına muhalefet eden kişi hakkında işlem yapılır.,0.9977109
lemmatized_model_3.model,Mahkeme kararına uymayan kişi cezalandırılır.,Mahkeme kararını tanımayan kişi cezalandırılır.,0.9999641
lemmatized_model_3.model,Mahkeme kararına uymayan kişi cezalandırılır.,Mahkeme kararını uygulamayan yönetici cezalandırılır.,0.9991672
lemmatized_model_3.model,Mahkeme kararına uymayan kişi cezalandırılır.,Mahkeme kararına muhalefet eden kişi hakkında işlem yapılır.,0.99775845
lemmatized_model_3.model,Kaçakçılık yapan şahıs cezalandırılır.,Mahkemeye baskı yapan kişi cezalandırılır.,0.9995216
lemmatized_model_3.model,Kaçakçılık yapan şahıs cezalandırılır.,Düşman devlete casusluk yapan kişi cezalandırılır.,0.9992334
lemmatized_model_3.model,Kaçakçılık yapan şahıs cezalandırılır.,Yetkisiz silah taşıyan kişi cezalandırılır.,0.9991307
lemmatized_model_3.model,Kaçakçılık suçu kapsamında ceza uygulanır.,Hırsızlık suçu için ceza uygulanır.,0.99927014
lemmatized_model_3.model,Kaçakçılık suçu kapsamında ceza uygulanır.,Taksirle yaralama suçu kapsamında ceza uygulanır.,0.99889743
lemmatized_model_3.model,Kaçakçılık suçu kapsamında ceza uygulanır.,Nitelikli hırsızlık kapsamında ceza uygulanır.,0.9987443
lemmatized_model_3.model,Görevli memura karşı tehdit suçu işlenirse ceza verilir.,Kamu görevlisinin zimmet suçu işlemesi durumunda ağır cezalar uygulanır.,0.9991586
lemmatized_model_3.model,Görevli memura karşı tehdit suçu işlenirse ceza verilir.,Kişiye karşı işlenen nitelikli yaralama suçu cezalandırılır.,0.9991184
lemmatized_model_3.model,Görevli memura karşı tehdit suçu işlenirse ceza verilir.,Silahla tehdit suçu işleyen kişi ağır cezalandırılır.,0.9982255
lemmatized_model_3.model,Tehdit suçunu işleyen kişi cezalandırılır.,Zorla çalıştırma suçu işleyen kişi cezalandırılır.,0.9995671
lemmatized_model_3.model,Tehdit suçunu işleyen kişi cezalandırılır.,Silahla tehdit suçu işleyen kişi ağır cezalandırılır.,0.9994189
lemmatized_model_3.model,Tehdit suçunu işleyen kişi cezalandırılır.,Mühür kırma suçunu işleyen kişi cezalandırılır.,0.9992831
lemmatized_model_3.model,Kamu düzenini bozan davranışlar cezalandırılır.,Kamu düzenini bozan toplantı düzenleyen kişi cezalandırılır.,0.999589
lemmatized_model_3.model,Kamu düzenini bozan davranışlar cezalandırılır.,Toplantı ve yürüyüş düzenleyerek kamu düzenini bozan kişi hakkında işlem yapılır.,0.9981025
lemmatized_model_3.model,Kamu düzenini bozan davranışlar cezalandırılır.,Kamu görevlisinin kamu zararına yol açacak şekilde davranması cezalandırılır.,0.9952805
lemmatized_model_3.model,Halkı kin ve düşmanlığa tahrik eden kişiye ceza verilir.,Halkı silahlı isyana tahrik eden kişi ağır cezalandırılır.,0.9995118
lemmatized_model_3.model,Halkı kin ve düşmanlığa tahrik eden kişiye ceza verilir.,Halkı isyana teşvik eden kişi cezalandırılır.,0.99882853
lemmatized_model_3.model,Halkı kin ve düşmanlığa tahrik eden kişiye ceza verilir.,Gasp eden kişi ağır cezalandırılır.,0.99856675
lemmatized_model_3.model,Cinayete azmettiren cezalandırılır.,Adli sicil kaydını usulsüz silen kişi cezalandırılır.,0.9992957
lemmatized_model_3.model,Cinayete azmettiren cezalandırılır.,Kadınların aldatılarak fuhşa zorlanması cezalandırılır.,0.99928963
lemmatized_model_3.model,Cinayete azmettiren cezalandırılır.,"Azmettiren, asli fail gibi cezalandırılır.",0.9991606
lemmatized_model_3.model,"Azmettiren, asli fail gibi cezalandırılır.",Cinayete azmettiren cezalandırılır.,0.9991606
lemmatized_model_3.model,"Azmettiren, asli fail gibi cezalandırılır.","Suç delillerini yok eden, gizleyen veya değiştiren kişi cezalandırılır.",0.9989914
lemmatized_model_3.model,"Azmettiren, asli fail gibi cezalandırılır.",Suç delillerini gizleyen kişi cezalandırılır.,0.99895656
lemmatized_model_3.model,Sahtecilik yapan kişi ağır ceza alır.,Gasp eden kişi ağır cezalandırılır.,0.9984927
lemmatized_model_3.model,Sahtecilik yapan kişi ağır ceza alır.,Müstehcen yayın yapan kişiye ceza verilir.,0.9980978
lemmatized_model_3.model,Sahtecilik yapan kişi ağır ceza alır.,Hırsızlık suçu için ceza uygulanır.,0.9978012
lemmatized_model_3.model,Resmi belgede sahtecilik suçunu işleyen kişi cezalandırılır.,Resmî belgede sahtecilik yapan kişi cezalandırılır.,0.99773884
lemmatized_model_3.model,Resmi belgede sahtecilik suçunu işleyen kişi cezalandırılır.,Fuhuşa teşvik ve aracılık suçu tanımlanır.,0.9976349
lemmatized_model_3.model,Resmi belgede sahtecilik suçunu işleyen kişi cezalandırılır.,Sahte mühür kullanan kişi cezalandırılır.,0.9975377
lemmatized_model_3.model,Yargı kararlarını uygulamayan kişi suç işlemiş sayılır.,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,0.99801075
lemmatized_model_3.model,Yargı kararlarını uygulamayan kişi suç işlemiş sayılır.,Mahkeme kararını tanımayan kişi cezalandırılır.,0.9974988
lemmatized_model_3.model,Yargı kararlarını uygulamayan kişi suç işlemiş sayılır.,Mahkeme kararına uymayan kişi cezalandırılır.,0.997379
lemmatized_model_3.model,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,Suç delillerini gizleyen kişi cezalandırılır.,0.99925876
lemmatized_model_3.model,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,Zorla çalıştırma suçu işleyen kişi cezalandırılır.,0.9990609
lemmatized_model_3.model,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,Suçu üstlenerek gerçek faili saklayan kişi cezalandırılır.,0.99898905
lemmatized_model_3.model,Haksız yere başkasının kimliğini kullanan kişi cezalandırılır.,Oy kullanma hakkını engelleyen kişi cezalandırılır.,0.9993793
lemmatized_model_3.model,Haksız yere başkasının kimliğini kullanan kişi cezalandırılır.,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,0.9992772
lemmatized_model_3.model,Haksız yere başkasının kimliğini kullanan kişi cezalandırılır.,Görevi nedeniyle haksız menfaat sağlayan kişi cezalandırılır.,0.9989291
lemmatized_model_3.model,Başkasının kimliğini kullanan kişi hakkında ceza verilir.,Seçme ve seçilme hakkını engelleyen kişi hakkında ceza uygulanır.,0.9992393
lemmatized_model_3.model,Başkasının kimliğini kullanan kişi hakkında ceza verilir.,Rüşvet alan ve veren kişi cezalandırılır.,0.9983074
lemmatized_model_3.model,Başkasının kimliğini kullanan kişi hakkında ceza verilir.,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,0.9980597
lemmatized_model_3.model,Sahte resmi evrak düzenleyen cezalandırılır.,Resmî belgede sahtecilik yapan kişi cezalandırılır.,0.99831444
lemmatized_model_3.model,Sahte resmi evrak düzenleyen cezalandırılır.,Resmi görevli kimliğini sahte olarak kullanan kişi cezalandırılır.,0.9983033
lemmatized_model_3.model,Sahte resmi evrak düzenleyen cezalandırılır.,Sahte mühür kullanan kişi cezalandırılır.,0.9980242
lemmatized_model_3.model,Resmî belgede sahtecilik yapan kişi cezalandırılır.,Sahte mühür kullanan kişi cezalandırılır.,0.9992991
lemmatized_model_3.model,Resmî belgede sahtecilik yapan kişi cezalandırılır.,Sahte resmi evrak düzenleyen cezalandırılır.,0.99831444
lemmatized_model_3.model,Resmî belgede sahtecilik yapan kişi cezalandırılır.,Görevli sıfatını sahte olarak kullanan kişi hakkında ceza uygulanır.,0.99818987
lemmatized_model_3.model,Rüşveti kabul eden kamu görevlisi cezalandırılır.,Kamu alacağını tahsil etmeyen görevli cezalandırılır.,0.99979633
lemmatized_model_3.model,Rüşveti kabul eden kamu görevlisi cezalandırılır.,Görevi sırasında rüşvet alan zabıta cezalandırılır.,0.9988588
lemmatized_model_3.model,Rüşveti kabul eden kamu görevlisi cezalandırılır.,Görevle ilgili sırrı açıklayan memur cezalandırılır.,0.9987532
lemmatized_model_3.model,Rüşvet alan ve veren kişi cezalandırılır.,Memura rüşvet veren kişi yargılanır.,0.99950427
lemmatized_model_3.model,Rüşvet alan ve veren kişi cezalandırılır.,Toplu taşıma aracına zarar veren kişi cezalandırılır.,0.99917537
lemmatized_model_3.model,Rüşvet alan ve veren kişi cezalandırılır.,Yetkisiz silah taşıyan kişi cezalandırılır.,0.9990424
lemmatized_model_3.model,Çocuğu cinsel amaçlı kullanan cezalandırılır.,Cinsel saldırı fiili cezalandırılır.,0.9988395
lemmatized_model_3.model,Çocuğu cinsel amaçlı kullanan cezalandırılır.,Küçük yaştaki çocukla cinsel ilişkide bulunan cezalandırılır.,0.9985712
lemmatized_model_3.model,Çocuğu cinsel amaçlı kullanan cezalandırılır.,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,0.99781805
lemmatized_model_3.model,Çocuğun cinsel istismarı suç olarak tanımlanır.,Çocuğun cinsel istismarı suçu olarak değerlendirilir.,0.999863
lemmatized_model_3.model,Çocuğun cinsel istismarı suç olarak tanımlanır.,Reşit olmayanla cinsel ilişki kurma suçu düzenlenmiştir.,0.9979302
lemmatized_model_3.model,Çocuğun cinsel istismarı suç olarak tanımlanır.,Taksirle ölüme neden olma suçu tanımlanır.,0.99743086
lemmatized_model_3.model,Yetkisiz silah taşıyan kişi cezalandırılır.,Toplu taşımayı engelleyen eylem yapan kişi cezalandırılır.,0.999152
lemmatized_model_3.model,Yetkisiz silah taşıyan kişi cezalandırılır.,Kaçakçılık yapan şahıs cezalandırılır.,0.9991307
lemmatized_model_3.model,Yetkisiz silah taşıyan kişi cezalandırılır.,Rüşvet alan ve veren kişi cezalandırılır.,0.9990424
lemmatized_model_3.model,Ruhsatsız silah bulunduran kişi hakkında cezai işlem uygulanır.,Başkasına ait mala zarar veren kişi hakkında cezai işlem uygulanır.,0.9987235
lemmatized_model_3.model,Ruhsatsız silah bulunduran kişi hakkında cezai işlem uygulanır.,Yalan tanıklık eden kişi hakkında yargı işlemi yapılır.,0.99797773
lemmatized_model_3.model,Ruhsatsız silah bulunduran kişi hakkında cezai işlem uygulanır.,Mahkeme kararına muhalefet eden kişi hakkında işlem yapılır.,0.99734986
lemmatized_model_3.model,Suçu üstlenerek gerçek faili saklayan kişi cezalandırılır.,Zorla çalıştırma suçu işleyen kişi cezalandırılır.,0.9990821
lemmatized_model_3.model,Suçu üstlenerek gerçek faili saklayan kişi cezalandırılır.,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,0.99898905
lemmatized_model_3.model,Suçu üstlenerek gerçek faili saklayan kişi cezalandırılır.,Suç delillerini gizleyen kişi cezalandırılır.,0.9988879
lemmatized_model_3.model,Suçluyu kayıran kişi cezalandırılır.,Adli sicil kaydını usulsüz silen kişi cezalandırılır.,0.9992231
lemmatized_model_3.model,Suçluyu kayıran kişi cezalandırılır.,Mahkemeye baskı yapan kişi cezalandırılır.,0.9990938
lemmatized_model_3.model,Suçluyu kayıran kişi cezalandırılır.,Düşman devlete casusluk yapan kişi cezalandırılır.,0.9990889
lemmatized_model_3.model,Kamu düzenini bozan toplantı düzenleyen kişi cezalandırılır.,Kamu düzenini bozan davranışlar cezalandırılır.,0.999589
lemmatized_model_3.model,Kamu düzenini bozan toplantı düzenleyen kişi cezalandırılır.,Toplantı ve yürüyüş düzenleyerek kamu düzenini bozan kişi hakkında işlem yapılır.,0.9990439
lemmatized_model_3.model,Kamu düzenini bozan toplantı düzenleyen kişi cezalandırılır.,Kamu ulaşım araçlarını engelleyen eylem yapan kişi cezalandırılır.,0.99436057
lemmatized_model_3.model,Toplantı ve yürüyüş düzenleyerek kamu düzenini bozan kişi hakkında işlem yapılır.,Kamu düzenini bozan toplantı düzenleyen kişi cezalandırılır.,0.9990439
lemmatized_model_3.model,Toplantı ve yürüyüş düzenleyerek kamu düzenini bozan kişi hakkında işlem yapılır.,Kamu düzenini bozan davranışlar cezalandırılır.,0.9981025
lemmatized_model_3.model,Toplantı ve yürüyüş düzenleyerek kamu düzenini bozan kişi hakkında işlem yapılır.,Ruhsatsız silah bulunduran kişi hakkında cezai işlem uygulanır.,0.99585265
lemmatized_model_3.model,Mühür kırma suçunu işleyen kişi cezalandırılır.,Zorla çalıştırma suçu işleyen kişi cezalandırılır.,0.9995101
lemmatized_model_3.model,Mühür kırma suçunu işleyen kişi cezalandırılır.,Tehdit suçunu işleyen kişi cezalandırılır.,0.9992831
lemmatized_model_3.model,Mühür kırma suçunu işleyen kişi cezalandırılır.,Suç işlemek amacıyla teşekkül kuran kişi cezalandırılır.,0.999075
lemmatized_model_3.model,Resmî mührün bozulması suç olarak tanımlanır.,Resmi mühürde sahtecilik suçu tanımlanmıştır.,0.99929935
lemmatized_model_3.model,Resmî mührün bozulması suç olarak tanımlanır.,Taksirle ölüme neden olma suçu tanımlanır.,0.99712914
lemmatized_model_3.model,Resmî mührün bozulması suç olarak tanımlanır.,Çocuğun cinsel istismarı suç olarak tanımlanır.,0.996636
lemmatized_model_3.model,Düşman devlete casusluk yapan kişi cezalandırılır.,Mahkemeye baskı yapan kişi cezalandırılır.,0.9994668
lemmatized_model_3.model,Düşman devlete casusluk yapan kişi cezalandırılır.,Kaçakçılık yapan şahıs cezalandırılır.,0.9992334
lemmatized_model_3.model,Düşman devlete casusluk yapan kişi cezalandırılır.,İmar mevzuatına aykırı inşaat yapan kişi cezalandırılır.,0.9991098
lemmatized_model_3.model,Devletin güvenliğine ilişkin bilgileri yabancı devlet lehine kullanan kişi cezalandırılır.,Düşman devlete casusluk yapan kişi cezalandırılır.,0.9984261
lemmatized_model_3.model,Devletin güvenliğine ilişkin bilgileri yabancı devlet lehine kullanan kişi cezalandırılır.,Göreve ilişkin sırrı ifşa eden kişi cezalandırılır.,0.99830794
lemmatized_model_3.model,Devletin güvenliğine ilişkin bilgileri yabancı devlet lehine kullanan kişi cezalandırılır.,Yetkisiz silah taşıyan kişi cezalandırılır.,0.9978168
lemmatized_model_3.model,Oy kullanma hakkını engelleyen kişi cezalandırılır.,Oy kullanmayı engelleyen kişi cezalandırılır.,0.9998296
lemmatized_model_3.model,Oy kullanma hakkını engelleyen kişi cezalandırılır.,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,0.99973285
lemmatized_model_3.model,Oy kullanma hakkını engelleyen kişi cezalandırılır.,Haksız yere başkasının kimliğini kullanan kişi cezalandırılır.,0.9993793
lemmatized_model_3.model,Seçme ve seçilme hakkını engelleyen kişi hakkında ceza uygulanır.,Başkasının kimliğini kullanan kişi hakkında ceza verilir.,0.9992393
lemmatized_model_3.model,Seçme ve seçilme hakkını engelleyen kişi hakkında ceza uygulanır.,Rüşvet alan ve veren kişi cezalandırılır.,0.9984127
lemmatized_model_3.model,Seçme ve seçilme hakkını engelleyen kişi hakkında ceza uygulanır.,Toplu taşıma aracına zarar veren kişi cezalandırılır.,0.9982781
lemmatized_model_3.model,Gasp sırasında yaralama suçu işleyen kişi ağır cezalandırılır.,Suçun tasarlanarak işlenmesi durumunda ceza artar.,0.9993481
lemmatized_model_3.model,Gasp sırasında yaralama suçu işleyen kişi ağır cezalandırılır.,Gece işlenen suçlar daha ağır cezalandırılır.,0.9989575
lemmatized_model_3.model,Gasp sırasında yaralama suçu işleyen kişi ağır cezalandırılır.,Silahla tehdit suçu işleyen kişi ağır cezalandırılır.,0.99860287
lemmatized_model_3.model,Yağma suçunun silahla ve yaralama ile işlenmesi ağır cezayı gerektirir.,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,0.99898905
lemmatized_model_3.model,Yağma suçunun silahla ve yaralama ile işlenmesi ağır cezayı gerektirir.,Cinsel saldırı suçu işleyen fail hapis cezası alır.,0.99855113
lemmatized_model_3.model,Yağma suçunun silahla ve yaralama ile işlenmesi ağır cezayı gerektirir.,Suçun tasarlanarak işlenmesi durumunda ceza artar.,0.9979729
lemmatized_model_3.model,Zorla çalıştırma suçu işleyen kişi cezalandırılır.,Tehdit suçunu işleyen kişi cezalandırılır.,0.9995671
lemmatized_model_3.model,Zorla çalıştırma suçu işleyen kişi cezalandırılır.,Mühür kırma suçunu işleyen kişi cezalandırılır.,0.9995101
lemmatized_model_3.model,Zorla çalıştırma suçu işleyen kişi cezalandırılır.,Suçu üstlenerek gerçek faili saklayan kişi cezalandırılır.,0.9990821
lemmatized_model_3.model,Çalışma hürriyetinin ihlali suçtur.,Zorla çalıştırma suçu işleyen kişi cezalandırılır.,0.996762
lemmatized_model_3.model,Çalışma hürriyetinin ihlali suçtur.,Kişiyi hürriyetinden yoksun bırakma suçu işlenmiş olur.,0.9967082
lemmatized_model_3.model,Çalışma hürriyetinin ihlali suçtur.,Mühür kırma suçunu işleyen kişi cezalandırılır.,0.99641603
lemmatized_model_3.model,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,Reşit olmayanla cinsel ilişki kurma suçu düzenlenmiştir.,0.99897116
lemmatized_model_3.model,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,Küçük yaştaki çocukla cinsel ilişkide bulunan cezalandırılır.,0.9986665
lemmatized_model_3.model,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,Cinsel saldırı fiili cezalandırılır.,0.99797976
lemmatized_model_3.model,Reşit olmayanla cinsel ilişki kurma suçu düzenlenmiştir.,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,0.99897116
lemmatized_model_3.model,Reşit olmayanla cinsel ilişki kurma suçu düzenlenmiştir.,Çocuğun cinsel istismarı suçu olarak değerlendirilir.,0.9982433
lemmatized_model_3.model,Reşit olmayanla cinsel ilişki kurma suçu düzenlenmiştir.,Çocuğun cinsel istismarı suç olarak tanımlanır.,0.9979302
lemmatized_model_3.model,Toplu taşımayı engelleyen eylem yapan kişi cezalandırılır.,Kamu ulaşım araçlarını engelleyen eylem yapan kişi cezalandırılır.,0.99942154
lemmatized_model_3.model,Toplu taşımayı engelleyen eylem yapan kişi cezalandırılır.,Yetkisiz silah taşıyan kişi cezalandırılır.,0.999152
lemmatized_model_3.model,Toplu taşımayı engelleyen eylem yapan kişi cezalandırılır.,Kaçakçılık yapan şahıs cezalandırılır.,0.9991283
lemmatized_model_3.model,Kamu hizmetini engelleyen fiil suç sayılır.,Kamu görevlisine direnme suçunu işleyen kişi cezalandırılır.,0.9988701
lemmatized_model_3.model,Kamu hizmetini engelleyen fiil suç sayılır.,Bürokrasiye karşı direnen vatandaş cezalandırılır.,0.99858266
lemmatized_model_3.model,Kamu hizmetini engelleyen fiil suç sayılır.,Görev sırasında yetkisini aşan asker cezalandırılır.,0.99836344
lemmatized_model_3.model,Haksız yere tutuklama yapan kişi cezalandırılır.,Haksız yere gözaltı yapan kişi cezalandırılır.,0.9999763
lemmatized_model_3.model,Haksız yere tutuklama yapan kişi cezalandırılır.,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,0.99889266
lemmatized_model_3.model,Haksız yere tutuklama yapan kişi cezalandırılır.,Toplu taşımayı engelleyen eylem yapan kişi cezalandırılır.,0.9987808
lemmatized_model_3.model,Kişiyi hürriyetinden yoksun bırakma suçu işlenmiş olur.,Bir kimsenin hürriyetinden yoksun bırakılması suçu işlendiğinde fail cezalandırılır.,0.99881995
lemmatized_model_3.model,Kişiyi hürriyetinden yoksun bırakma suçu işlenmiş olur.,Hukuka aykırı olarak bir kişiyi hürriyetinden yoksun bırakan kişi cezalandırılır.,0.9978933
lemmatized_model_3.model,Kişiyi hürriyetinden yoksun bırakma suçu işlenmiş olur.,Çalışma hürriyetinin ihlali suçtur.,0.9967082
lemmatized_model_3.model,Kaçan hükümlüye yardım eden kişi cezalandırılır.,Suçlunun kaçmasına yardım eden kişi cezalandırılır.,0.9996302
lemmatized_model_3.model,Kaçan hükümlüye yardım eden kişi cezalandırılır.,Tutuklu veya hükümlünün cezaevinden firar etmesi cezalandırılır.,0.9994488
lemmatized_model_3.model,Kaçan hükümlüye yardım eden kişi cezalandırılır.,Tutuklu veya hükümlünün kaçması suçu cezalandırılır.,0.99809873
lemmatized_model_3.model,Suçlunun kaçmasına yardım eden kişi cezalandırılır.,Kaçan hükümlüye yardım eden kişi cezalandırılır.,0.9996302
lemmatized_model_3.model,Suçlunun kaçmasına yardım eden kişi cezalandırılır.,Tutuklu veya hükümlünün cezaevinden firar etmesi cezalandırılır.,0.99902904
lemmatized_model_3.model,Suçlunun kaçmasına yardım eden kişi cezalandırılır.,Cezaevi disiplin kurallarını ihlal eden kişi cezalandırılır.,0.9988243
lemmatized_model_3.model,Tehlikeli maddeyi izinsiz bulunduran kişi cezalandırılır.,Tehlikeli maddeleri izinsiz bulundurma suçu cezalandırılır.,0.99926054
lemmatized_model_3.model,Tehlikeli maddeyi izinsiz bulunduran kişi cezalandırılır.,Genel güvenliği kasten tehlikeye sokan kişi cezalandırılır.,0.9967956
lemmatized_model_3.model,Tehlikeli maddeyi izinsiz bulunduran kişi cezalandırılır.,Tehlikeli hayvanı serbest bırakan kişi cezalandırılır.,0.9963785
lemmatized_model_3.model,Tehlikeli maddeleri izinsiz bulundurma suçu cezalandırılır.,Tehlikeli maddeyi izinsiz bulunduran kişi cezalandırılır.,0.99926054
lemmatized_model_3.model,Tehlikeli maddeleri izinsiz bulundurma suçu cezalandırılır.,Tehlikeli hayvanı serbest bırakan kişi cezalandırılır.,0.99669516
lemmatized_model_3.model,Tehlikeli maddeleri izinsiz bulundurma suçu cezalandırılır.,Genel güvenliği kasten tehlikeye sokan kişi cezalandırılır.,0.9963105
lemmatized_model_3.model,Halkı isyana teşvik eden kişi cezalandırılır.,Halkı silahlı isyana tahrik eden kişi ağır cezalandırılır.,0.99954784
